GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,54,54.00000,,,,,
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,,,,56,56.20700,,,,,EURO HlthRes-DB 14Sep2016
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,,,,57,56.85000,,,,,EURO HlthRes-DB 14Sep2016
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,,,,59,58.88400,,,,,EURO HlthRes-DB 14Sep2016
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,,,,59,58.58700,,,,,EURO HlthRes-DB 14Sep2016
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,,,,56,55.60000,,,,,Eurostat
WHS6_123,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,3265,,,,,,
WHS6_123,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,3293,3293.00000,,,,,
WHS6_127,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,25397,,,,,,
WHS6_127,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,24201,24201.00000,,,,,
WHS6_144,Dentistry personnel density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,7.17,,,,,,
WHS6_144,Dentistry personnel density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,7.25,7.25000,,,,,
WHS6_148,Nursing and midwifery personnel density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,55.8,,,,,,
WHS6_148,Nursing and midwifery personnel density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,53.28,53.28000,,,,,
WHS6_517,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2607,,,,,,
WHS6_517,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,2673,2673.00000,,,,,
WHS6_519,Density of pharmaceutical personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,5.72,,,,,,
WHS6_519,Density of pharmaceutical personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,5.89,5.89000,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,13.95,13.95131,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,6.62,6.61824,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,4.08,4.07694,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,39.05,39.05494,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,37.61,37.60736,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,38.20,38.19573,,,,,
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/120,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,38.20,38.20008,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,280.24,280.23728,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,317.10,317.10363,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,257.18,257.17969,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,321.44,321.43926,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,326.79,326.78757,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,319.77,319.76806,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,322.93,322.92597,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,310.64,310.64284,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,422.96,422.96489,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,513.84,513.84112,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,624.99,624.98788,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,700.51,700.51131,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,904.13,904.13039,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1073.71,1073.70931,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1022.70,1022.69626,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,979.80,979.80261,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,907.68,907.67542,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,840.18,840.17777,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,867.69,867.69440,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/109,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,859.88,859.87829,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,548.80,548.80424,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,628.12,628.11994,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,567.94,567.93810,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,667.53,667.52808,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,736.09,736.09181,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,834.13,834.13202,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,872.94,872.93740,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,813.37,813.37077,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,893.05,893.04937,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,990.13,990.13251,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1103.83,1103.83465,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1218.53,1218.53058,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1448.71,1448.71081,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1621.86,1621.85873,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1630.50,1630.49546,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1606.63,1606.62999,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1601.24,1601.23715,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1643.41,1643.41053,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1666.06,1666.05727,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/110,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1652.12,1652.12229,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,474.48,474.48266,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,550.10,550.09555,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,479.78,479.77923,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,581.00,581.00058,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,642.91,642.90916,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,718.51,718.51090,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,726.96,726.95638,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,651.08,651.07975,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,737.73,737.72603,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,802.60,802.60095,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,949.57,949.56862,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1048.81,1048.80515,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1260.75,1260.75017,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1376.45,1376.44967,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1397.17,1397.16776,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1376.21,1376.21065,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1284.30,1284.30278,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1341.16,1341.16441,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1362.73,1362.72850,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/108,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1352.54,1352.54458,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,12.84,12.84234,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,13.09,13.09316,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,10.59,10.59317,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,11.60,11.59549,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,12.13,12.12685,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,13.02,13.02051,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,12.41,12.41321,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,10.78,10.78375,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,11.92,11.92169,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,11.92,11.91797,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,13.66,13.65673,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,13.69,13.69153,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,14.91,14.90908,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,15.26,15.26081,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,15.26,15.26081,,,,,
